product_id,product_title,merchant_id,category_label,product_code,number_of_views,merchant_rating,listing_date
30622,Xbox One 1 Edition,256,Gaming Consoles,PRD030622,29801,3.0,2025-10-28
35918,Amazon Echo 11th Gen,936,Speakers,PRD035918,642,3.3,2024-12-10
33847,Harman Kardon Onyx 6,428,Speakers,PRD033847,3957,4.2,2025-06-24
20215,Xiaomi Mi Watch,266,Smartwatches,PRD020215,34126,4.6,2025-05-04
9387,HP Pavilion 11 AMD Ryzen 3,176,Laptops,PRD009387,49526,3.6,2024-04-10
12196,Jabra Elite 5,173,Headphones,PRD012196,41849,3.1,2024-03-19
20804,Fitbit Versa 1,708,Smartwatches,PRD020804,11132,3.1,2025-11-02
28456,Panasonic 14 Inch LED TV,854,TVs,PRD028456,2585,4.3,2024-06-02
24691,Canon EOS 8 Digital Camera,253,Cameras,PRD024691,20366,3.2,2024-03-07
13383,ASUS ZenPad 4,235,Tablets,PRD013383,39030,4.8,2024-03-07
38889,TP-Link Archer 4 WiFi Router,638,Computer Accessories,PRD038889,30194,4.7,2025-07-15
24742,Canon PowerShot G4 Mark II,585,Cameras,PRD024742,47697,3.7,2024-05-28
24346,Nikon COOLPIX P3,716,Cameras,PRD024346,22609,3.1,2025-04-28
34103,JBL Flip 9 Bluetooth Speaker,902,Speakers,PRD034103,43486,5.0,2025-06-14
26406,Philips 3 Inch Ambilight TV,704,TVs,PRD026406,25397,4.1,2024-09-26
4522,OnePlus X10 256GB,492,Mobile Phones,PRD004522,35844,3.5,2025-04-04
33617,Bang & Olufsen Beosound 4,709,Speakers,PRD033617,28885,4.0,2024-12-17
2680,Nokia 5 Dual SIM,306,Mobile Phones,PRD002680,497,5.0,2024-10-01
37095,Razer BlackWidow 11 Keyboard,847,Computer Accessories,PRD037095,40948,3.6,2024-06-17
8261,MacBook 3 M5 chip,676,Laptops,PRD008261,19993,4.1,2025-04-06
9994,Lenovo ThinkPad 17 Intel i9,235,Laptops,PRD009994,28290,3.2,2025-01-17
22925,Olympus OM-D E-M1,860,Cameras,PRD022925,15873,4.5,2024-02-12
26790,Hisense 10 Inch 4K UHD,411,TVs,PRD026790,24032,4.4,2024-12-14
28449,Samsung 7 Inch 4K Smart TV,640,TVs,PRD028449,44993,3.6,2025-07-10
30501,Xbox One 6 Edition,656,Gaming Consoles,PRD030501,34884,3.3,2024-01-08
15173,Samsung Galaxy Tab 11 1TBGB,700,Tablets,PRD015173,5971,4.5,2024-03-16
11044,Jabra Elite 8,735,Headphones,PRD011044,46699,4.6,2024-04-06
5742,Acer Aspire 3 Intel Core i9,602,Laptops,PRD005742,21499,3.9,2024-04-12
35936,Amazon Echo 1th Gen,590,Speakers,PRD035936,1144,3.8,2024-08-18
1651,Nokia 13 Dual SIM,984,Mobile Phones,PRD001651,37893,4.3,2024-01-28
39509,Razer BlackWidow 15 Keyboard,847,Computer Accessories,PRD039509,296,3.9,2024-01-28
8992,Lenovo ThinkPad 11 Intel i9,208,Laptops,PRD008992,27540,5.0,2024-06-02
25268,Canon PowerShot G4 Mark II,908,Cameras,PRD025268,6844,4.6,2025-04-05
32163,Sega Genesis Mini,357,Gaming Consoles,PRD032163,12735,4.0,2025-04-30
14098,Samsung Galaxy Tab X20 64GB,166,Tablets,PRD014098,45588,5.0,2025-10-07
1715,OPPO Reno5,523,Mobile Phones,PRD001715,3553,4.7,2025-07-30
22773,Nikon D13 DSLR,108,Cameras,PRD022773,9096,3.4,2024-07-06
6383,Dell Inspiron 17 Intel Core i9,645,Laptops,PRD006383,5773,4.3,2025-09-20
9553,MacBook 9 M3 chip,802,Laptops,PRD009553,10713,3.2,2025-06-12
7790,ASUS VivoBook 3 AMD Ryzen 3,469,Laptops,PRD007790,8437,3.4,2024-02-09
10607,Samsung Galaxy Buds5,921,Headphones,PRD010607,24002,4.0,2024-11-29
22978,Sony Alpha 2 Mirrorless,967,Cameras,PRD022978,6729,4.4,2024-07-27
38919,Seagate 9TB External Hard Drive,582,Computer Accessories,PRD038919,34074,3.0,2024-11-05
19929,Xiaomi Mi Watch,592,Smartwatches,PRD019929,8375,4.8,2024-10-30
21574,Samsung Galaxy Watch11,535,Smartwatches,PRD021574,36512,3.3,2024-09-19
33301,Bose SoundLink 4 Speaker,598,Speakers,PRD033301,31682,3.4,2024-07-16
27522,LG 6 Inch OLED TV,986,TVs,PRD027522,18692,3.2,2024-12-10
19498,Huawei Watch GT 1,619,Smartwatches,PRD019498,14469,4.5,2024-07-11
14367,Huawei MatePad 2 Pro,778,Tablets,PRD014367,3058,3.1,2024-04-28
39087,Seagate 15TB External Hard Drive,447,Computer Accessories,PRD039087,25325,4.7,2025-02-01
32353,Sega Genesis Mini,148,Gaming Consoles,PRD032353,27218,4.9,2025-08-23
21412,Apple Watch Series 15 GPS,756,Smartwatches,PRD021412,11735,4.2,2024-05-03
9255,Lenovo ThinkPad 11 Intel i5,651,Laptops,PRD009255,32253,3.3,2024-02-28
28883,Xiaomi Mi TV 15 Inch,866,TVs,PRD028883,4817,3.1,2024-05-20
5497,MSI Gaming Laptop GF11,485,Laptops,PRD005497,42011,3.5,2025-05-18
37131,Western Digital My Passport 11TB,811,Computer Accessories,PRD037131,28912,3.1,2024-12-31
38823,SanDisk Ultra 6GB USB,488,Computer Accessories,PRD038823,30934,4.8,2025-02-07
11038,Sony WH-12 Wireless Headphones,774,Headphones,PRD011038,21876,4.8,2025-11-20
9910,MacBook 9 M3 chip,144,Laptops,PRD009910,39901,3.1,2024-02-08
34680,Bose SoundLink 12 Speaker,283,Speakers,PRD034680,32163,4.5,2025-12-24
8671,Lenovo ThinkPad 15 Intel i5,724,Laptops,PRD008671,47807,5.0,2025-12-04
31749,Nintendo Switch 2,723,Gaming Consoles,PRD031749,30273,3.1,2025-05-16
27574,TCL 12 Inch QLED Android TV,592,TVs,PRD027574,36176,4.5,2024-04-18
22487,Nikon D13 DSLR,927,Cameras,PRD022487,10616,3.5,2025-12-01
17898,Garmin Forerunner 13,875,Smartwatches,PRD017898,48473,5.0,2024-07-24
25688,TCL 1 Inch QLED Android TV,538,TVs,PRD025688,46719,3.9,2024-01-10
20384,Apple Watch Series 11 GPS,763,Smartwatches,PRD020384,7756,4.8,2025-12-25
27477,Panasonic 4 Inch LED TV,715,TVs,PRD027477,31486,3.5,2025-01-11
34735,Sonos One (Gen 2),915,Speakers,PRD034735,25741,4.5,2025-04-10
28387,LG 4 Inch OLED TV,588,TVs,PRD028387,15270,3.1,2024-09-09
6554,MSI Gaming Laptop GF1,437,Laptops,PRD006554,6119,4.9,2025-04-16
16874,Samsung Galaxy Tab X10 512GB,685,Tablets,PRD016874,28365,4.1,2024-12-25
10251,MSI Gaming Laptop GF2,859,Laptops,PRD010251,25275,4.2,2025-11-26
22766,Panasonic Lumix GH13,774,Cameras,PRD022766,29140,3.5,2025-10-09
32389,PlayStation 14 Console,566,Gaming Consoles,PRD032389,7439,3.6,2024-04-21
27058,Sharp AQUOS 12 Inch,244,TVs,PRD027058,25068,4.4,2024-02-06
38960,HP LaserJet Pro M5 Printer,118,Computer Accessories,PRD038960,5141,4.6,2024-09-03
3156,Xiaomi Redmi 14 1TBGB,569,Mobile Phones,PRD003156,18157,3.0,2025-07-22
8467,Acer Aspire 3 Intel Core i5,502,Laptops,PRD008467,4248,3.5,2025-12-01
23893,GoPro HERO3,627,Cameras,PRD023893,47979,3.9,2024-10-30
31961,Xbox One 4 Edition,799,Gaming Consoles,PRD031961,9712,3.7,2025-11-05
12680,Samsung Galaxy Buds7,473,Headphones,PRD012680,35818,3.8,2024-01-18
13968,Xiaomi Pad 12,461,Tablets,PRD013968,32092,4.9,2024-05-09
27743,Hisense 8 Inch 4K UHD,700,TVs,PRD027743,24040,4.3,2025-09-18
20734,Fossil Gen 10 Smartwatch,405,Smartwatches,PRD020734,25223,3.6,2024-05-29
26209,Toshiba 10 Inch Smart TV,482,TVs,PRD026209,31513,3.3,2025-09-29
23306,Panasonic Lumix GH2,105,Cameras,PRD023306,31282,3.7,2025-08-17
3495,Google Pixel 4,362,Mobile Phones,PRD003495,48469,3.4,2024-03-05
20081,Garmin Forerunner 3,696,Smartwatches,PRD020081,46408,4.0,2024-10-29
17233,Xiaomi Pad 1,913,Tablets,PRD017233,30444,4.0,2025-12-09
4478,Google Pixel 11,922,Mobile Phones,PRD004478,13141,4.2,2025-07-24
16712,Microsoft Surface Go 9,943,Tablets,PRD016712,480,4.7,2024-07-28
18345,Huawei Watch GT 6,378,Smartwatches,PRD018345,15089,3.6,2025-02-02
21838,Garmin Forerunner 15,923,Smartwatches,PRD021838,23436,4.3,2025-05-23
25633,Xiaomi Mi TV 9 Inch,524,TVs,PRD025633,8908,4.4,2024-01-27
33128,Ultimate Ears BOOM 14,372,Speakers,PRD033128,28586,4.9,2024-10-21
36720,SanDisk Ultra 2GB USB,462,Computer Accessories,PRD036720,42130,3.2,2024-03-07
31845,Sega Genesis Mini,631,Gaming Consoles,PRD031845,33128,3.9,2024-09-07
29644,Sharp AQUOS 6 Inch,113,TVs,PRD029644,677,3.0,2024-03-23
32847,Nintendo Switch Lite,616,Gaming Consoles,PRD032847,13542,3.5,2024-03-08
29518,LG 2 Inch OLED TV,922,TVs,PRD029518,37792,4.7,2024-01-01
22178,TicWatch Pro 3,435,Smartwatches,PRD022178,18507,5.0,2025-02-18
22865,Canon PowerShot G13 Mark II,891,Cameras,PRD022865,34726,3.4,2024-05-29
7140,MSI Gaming Laptop GF13,534,Laptops,PRD007140,1888,3.0,2025-12-24
13162,Samsung Galaxy Buds7,356,Headphones,PRD013162,10113,3.2,2025-05-24
19665,OPPO Watch 4 mm,291,Smartwatches,PRD019665,24328,4.5,2025-11-22
4135,Motorola Moto G5,264,Mobile Phones,PRD004135,31490,3.4,2025-08-17
19043,Apple Watch Series 14 GPS,733,Smartwatches,PRD019043,5876,3.1,2025-10-17
23720,Panasonic Lumix GH3,613,Cameras,PRD023720,38322,3.8,2024-05-23
31204,Xbox Series 10,141,Gaming Consoles,PRD031204,15741,4.1,2025-10-07
6431,Surface Laptop 6,250,Laptops,PRD006431,5210,3.5,2024-03-20
24335,Panasonic Lumix GH12,273,Cameras,PRD024335,47560,3.2,2024-05-17
22388,Nikon COOLPIX P13,463,Cameras,PRD022388,37432,4.5,2025-10-30
27923,LG 14 Inch OLED TV,559,TVs,PRD027923,21618,4.0,2024-12-02
18555,Xiaomi Mi Watch,257,Smartwatches,PRD018555,7589,4.9,2024-11-21
15756,iPad A22 256GB WiFi,380,Tablets,PRD015756,2753,4.5,2025-12-05
38952,HP LaserJet Pro M1 Printer,164,Computer Accessories,PRD038952,23244,4.1,2025-06-22
38201,Dell UltraSharp 6inch Monitor,713,Computer Accessories,PRD038201,1443,3.9,2024-08-27
11743,Apple AirPods 10,801,Headphones,PRD011743,45079,3.9,2024-02-24
16080,Nokia T12 Tablet,778,Tablets,PRD016080,39136,4.4,2025-11-08
15361,Lenovo Tab MA22 1TBGB,169,Tablets,PRD015361,11825,3.6,2025-07-06
8842,MacBook 5 M3 chip,359,Laptops,PRD008842,31010,3.6,2025-03-08
14174,Xiaomi Pad 4,941,Tablets,PRD014174,43386,3.3,2024-02-23
32311,Xbox One 8 Edition,514,Gaming Consoles,PRD032311,37011,4.8,2025-05-29
35718,Harman Kardon Onyx 3,294,Speakers,PRD035718,25670,4.7,2024-06-19
28922,Sony BRAVIA 5 Inch LED,799,TVs,PRD028922,43113,4.0,2025-03-02
27937,Panasonic 2 Inch LED TV,272,TVs,PRD027937,21574,4.8,2024-06-26
28060,Panasonic 14 Inch LED TV,941,TVs,PRD028060,48644,3.1,2024-02-02
7020,HP Pavilion 7 AMD Ryzen 3,314,Laptops,PRD007020,35635,4.4,2024-08-15
15459,Lenovo Tab M15 128GB,768,Tablets,PRD015459,36365,3.6,2025-06-26
22003,Fossil Gen 9 Smartwatch,593,Smartwatches,PRD022003,43957,3.3,2025-05-31
11822,Bose QuietComfort 11 Noise Cancelling,961,Headphones,PRD011822,36109,3.3,2025-06-07
23478,Olympus OM-D E-M10,591,Cameras,PRD023478,2895,3.4,2024-11-11
15765,Huawei MatePad 7 Pro,639,Tablets,PRD015765,5690,3.1,2025-05-11
16236,Lenovo Tab MX20 512GB,657,Tablets,PRD016236,4855,3.2,2024-03-16
5424,Dell Inspiron 5 Intel Core i5,911,Laptops,PRD005424,10661,3.5,2025-03-26
1199,OnePlus X20 1TBGB,885,Mobile Phones,PRD001199,43210,4.4,2025-08-13
5560,ASUS VivoBook 9 AMD Ryzen 9,141,Laptops,PRD005560,12453,3.6,2025-06-26
33801,JBL Flip 8 Bluetooth Speaker,283,Speakers,PRD033801,46815,3.7,2024-07-16
5910,ASUS VivoBook 13 AMD Ryzen 9,249,Laptops,PRD005910,10805,4.5,2024-07-06
9236,LG Gram 5 Ultra-Lightweight,470,Laptops,PRD009236,18170,3.5,2024-02-05
38625,Corsair K5 RGB Keyboard,518,Computer Accessories,PRD038625,12756,3.5,2025-11-25
20661,Apple Watch Series 11 GPS,654,Smartwatches,PRD020661,48782,4.9,2025-11-26
36687,HP LaserJet Pro M5 Printer,250,Computer Accessories,PRD036687,29729,4.2,2025-02-03
37405,HP LaserJet Pro M11 Printer,698,Computer Accessories,PRD037405,12037,4.0,2024-07-07
27218,Philips 5 Inch Ambilight TV,128,TVs,PRD027218,35345,3.9,2024-06-24
36480,SanDisk Ultra 14GB USB,941,Computer Accessories,PRD036480,23564,3.6,2024-07-19
31650,Nintendo Switch Lite,456,Gaming Consoles,PRD031650,29567,3.5,2025-08-26
24731,Olympus OM-D E-M14,698,Cameras,PRD024731,25428,3.6,2024-06-25
33433,Sonos One (Gen 2),549,Speakers,PRD033433,32216,3.4,2024-02-23
15812,Microsoft Surface Go 6,781,Tablets,PRD015812,3813,4.2,2025-09-16
13105,Apple AirPods 7,772,Headphones,PRD013105,35132,4.9,2024-11-18
31899,PlayStation 11 Slim,447,Gaming Consoles,PRD031899,34495,4.1,2024-11-18
26475,Toshiba 1 Inch Smart TV,254,TVs,PRD026475,13703,4.9,2025-01-19
36844,Corsair K9 RGB Keyboard,543,Computer Accessories,PRD036844,27416,4.2,2024-06-30
28820,TCL 5 Inch QLED Android TV,822,TVs,PRD028820,22356,4.2,2024-02-17
31061,Steam Deck 15GB,280,Gaming Consoles,PRD031061,40121,3.3,2024-01-07
13613,iPad 11 1TBGB WiFi,205,Tablets,PRD013613,16425,4.7,2025-01-21
9805,Acer Aspire 11 Intel Core i5,282,Laptops,PRD009805,37684,4.0,2025-09-17
31244,Nintendo Switch Lite,427,Gaming Consoles,PRD031244,32290,4.5,2024-09-24
39053,Corsair K15 RGB Keyboard,998,Computer Accessories,PRD039053,14634,4.7,2024-05-04
1407,OnePlus 13 64GB,557,Mobile Phones,PRD001407,49408,3.5,2025-01-28
9538,MSI Gaming Laptop GF15,488,Laptops,PRD009538,7640,3.8,2024-02-10
2945,OPPO Reno15,531,Mobile Phones,PRD002945,15902,3.4,2025-05-16
8469,Lenovo ThinkPad 3 Intel i9,493,Laptops,PRD008469,28783,3.9,2025-02-04
13659,iPad A32 64GB WiFi,283,Tablets,PRD013659,12769,4.8,2025-07-23
17468,Samsung Galaxy Tab A22 512GB,503,Tablets,PRD017468,31268,3.5,2024-08-15
29661,Sony BRAVIA 11 Inch LED,742,TVs,PRD029661,42483,3.3,2024-07-09
19684,Huawei Watch GT 4,840,Smartwatches,PRD019684,22006,4.7,2025-05-12
21948,Huawei Watch GT 1,508,Smartwatches,PRD021948,30429,4.3,2025-10-23
2357,Realme 2 Pro,878,Mobile Phones,PRD002357,5024,4.3,2024-07-17
13792,iPad A22 128GB WiFi,792,Tablets,PRD013792,2230,4.7,2025-04-27
19575,OPPO Watch 7 mm,486,Smartwatches,PRD019575,9994,3.4,2025-02-11
18291,TicWatch Pro 13,201,Smartwatches,PRD018291,43890,3.5,2024-08-14
19365,Amazfit GTR 8 Pro,115,Smartwatches,PRD019365,7754,4.7,2024-12-23
16241,iPad X20 32GB WiFi,124,Tablets,PRD016241,49731,3.4,2025-11-08
14330,Nokia T11 Tablet,333,Tablets,PRD014330,5132,4.6,2024-01-04
15224,ASUS ZenPad 15,304,Tablets,PRD015224,9522,3.3,2025-12-01
2414,OnePlus 15 32GB,460,Mobile Phones,PRD002414,27592,4.2,2024-06-19
26295,Philips 14 Inch Ambilight TV,135,TVs,PRD026295,43550,4.8,2024-10-22
12681,JBL Tune 4 Wireless,365,Headphones,PRD012681,36828,4.0,2025-10-24
13166,JBL Tune 2 Wireless,677,Headphones,PRD013166,26581,4.4,2025-02-10
29271,Xiaomi Mi TV 6 Inch,176,TVs,PRD029271,14719,4.7,2025-08-24
16315,Xiaomi Pad 11,916,Tablets,PRD016315,6720,3.9,2025-06-07
19954,Apple Watch Series 3 GPS,380,Smartwatches,PRD019954,41320,3.9,2024-10-28
29970,Retro Gaming Console 14,629,Gaming Consoles,PRD029970,20806,3.4,2025-10-11
14458,Amazon Fire HD 1 Tablet,189,Tablets,PRD014458,17187,4.8,2025-06-08
31320,Sega Genesis Mini,198,Gaming Consoles,PRD031320,22403,3.9,2024-05-18
32310,Retro Gaming Console 5,461,Gaming Consoles,PRD032310,35003,3.5,2024-05-10
11761,Audio-Technica ATH-M7,412,Headphones,PRD011761,35970,3.2,2025-05-17
23087,Nikon COOLPIX P13,460,Cameras,PRD023087,35277,4.8,2024-02-17
9336,LG Gram 8 Ultra-Lightweight,866,Laptops,PRD009336,11786,4.2,2024-09-25
21496,TicWatch Pro 10,632,Smartwatches,PRD021496,45454,4.0,2024-05-05
23013,GoPro HERO13,250,Cameras,PRD023013,48092,4.7,2024-08-17
19925,Samsung Galaxy Watch10,477,Smartwatches,PRD019925,37465,3.1,2025-01-16
2050,Motorola Moto G7,410,Mobile Phones,PRD002050,29042,4.5,2024-03-19
17345,TCL TAB 8 WiFi,197,Tablets,PRD017345,27385,4.2,2025-10-12
18919,Xiaomi Mi Watch,297,Smartwatches,PRD018919,48677,4.0,2024-05-28
17520,ASUS ZenPad 9,252,Tablets,PRD017520,36201,4.6,2024-09-30
34562,JBL Flip 5 Bluetooth Speaker,125,Speakers,PRD034562,13538,3.0,2025-08-02
10704,Anker Soundcore Life Q14,544,Headphones,PRD010704,42657,3.6,2024-04-16
28297,TCL 7 Inch QLED Android TV,284,TVs,PRD028297,32406,3.2,2025-12-10
8542,Surface Laptop 12,587,Laptops,PRD008542,40699,4.5,2024-03-12
34516,Ultimate Ears BOOM 9,959,Speakers,PRD034516,26311,4.2,2025-01-17
6803,HP Pavilion 15 AMD Ryzen 7,224,Laptops,PRD006803,31512,3.8,2024-03-18
15399,Xiaomi Pad 13,135,Tablets,PRD015399,42149,4.8,2025-03-29
4064,OPPO Reno5,643,Mobile Phones,PRD004064,25614,4.8,2024-05-06
29900,Valve Steam Deck,615,Gaming Consoles,PRD029900,10210,3.1,2024-10-06
24518,Sony Alpha 11 Mirrorless,279,Cameras,PRD024518,16005,4.8,2025-08-22
33787,Ultimate Ears BOOM 12,951,Speakers,PRD033787,22745,3.0,2024-06-01
38000,Dell UltraSharp 8inch Monitor,566,Computer Accessories,PRD038000,215,3.0,2025-09-18
25467,Olympus OM-D E-M14,407,Cameras,PRD025467,37438,3.4,2025-04-25
11010,Sennheiser HD 1 Over-Ear,708,Headphones,PRD011010,15857,4.1,2024-10-19
17505,ASUS ZenPad 5,945,Tablets,PRD017505,11301,3.3,2025-12-30
27048,TCL 3 Inch QLED Android TV,592,TVs,PRD027048,32024,4.7,2025-08-21
19729,Fossil Gen 3 Smartwatch,321,Smartwatches,PRD019729,9591,4.6,2024-02-27
26365,Hisense 6 Inch 4K UHD,884,TVs,PRD026365,47205,3.7,2024-01-12
32759,PlayStation 5 Slim,567,Gaming Consoles,PRD032759,21643,3.7,2024-02-17
34413,Sonos One (Gen 8),629,Speakers,PRD034413,15006,4.8,2025-08-21
32206,Nintendo Switch 13,345,Gaming Consoles,PRD032206,33836,3.5,2025-11-28
10502,JBL Tune 7 Wireless,968,Headphones,PRD010502,39393,3.6,2024-12-28
25678,Samsung 5 Inch 4K Smart TV,470,TVs,PRD025678,2693,4.8,2024-07-18
10655,Anker Soundcore Life Q12,351,Headphones,PRD010655,24669,3.2,2024-01-31
27607,Philips 14 Inch Ambilight TV,109,TVs,PRD027607,11037,3.2,2024-09-15
6623,Acer Aspire 13 Intel Core i7,930,Laptops,PRD006623,8194,3.2,2025-05-29
23429,Nikon D6 DSLR,273,Cameras,PRD023429,500,4.7,2024-07-26
36472,SanDisk Ultra 11GB USB,682,Computer Accessories,PRD036472,35812,3.4,2024-01-13
16423,Samsung Galaxy Tab A52 256GB,964,Tablets,PRD016423,22474,4.8,2024-11-17
5821,MacBook 11 M5 chip,328,Laptops,PRD005821,37750,3.2,2025-05-12
29235,Hisense 7 Inch 4K UHD,800,TVs,PRD029235,29931,4.3,2024-01-24
24390,Nikon D2 DSLR,703,Cameras,PRD024390,28080,3.3,2024-02-02
26133,Hisense 3 Inch 4K UHD,164,TVs,PRD026133,30003,3.1,2024-06-20
38551,Razer BlackWidow 7 Keyboard,144,Computer Accessories,PRD038551,48582,4.6,2024-05-15
4417,Google Pixel 11,710,Mobile Phones,PRD004417,30714,4.5,2024-08-09
31928,Sega Genesis Mini,347,Gaming Consoles,PRD031928,1359,4.4,2025-02-06
16789,Nokia T13 Tablet,440,Tablets,PRD016789,13957,3.8,2025-10-14
36668,Belkin USB-C Hub 9,325,Computer Accessories,PRD036668,13921,3.7,2024-12-10
5115,iPhone A22 512GB,351,Mobile Phones,PRD005115,39970,5.0,2024-08-15
7051,MacBook 13 M7 chip,647,Laptops,PRD007051,30500,4.8,2024-10-09
19501,Samsung Galaxy Watch13,343,Smartwatches,PRD019501,24048,4.3,2024-07-06
28969,TCL 7 Inch QLED Android TV,524,TVs,PRD028969,24724,3.1,2025-02-25
1983,Realme 4 Pro,428,Mobile Phones,PRD001983,47261,3.1,2024-06-28
13142,Sennheiser HD 10 Over-Ear,543,Headphones,PRD013142,22177,4.1,2025-04-20
10084,ASUS VivoBook 5 AMD Ryzen 9,984,Laptops,PRD010084,19522,3.6,2024-06-13
35106,JBL Flip 1 Bluetooth Speaker,976,Speakers,PRD035106,41607,4.4,2024-09-25
36429,Belkin USB-C Hub 8,676,Computer Accessories,PRD036429,13362,3.8,2024-10-21
31861,PlayStation 8 Console,844,Gaming Consoles,PRD031861,25581,4.6,2025-10-14
22589,Fujifilm X-T2 Camera,218,Cameras,PRD022589,12934,3.7,2024-10-31
26093,Sharp AQUOS 10 Inch,898,TVs,PRD026093,6697,3.3,2024-12-14
21606,Huawei Watch GT 9,778,Smartwatches,PRD021606,33637,4.2,2025-02-25
37213,HP LaserJet Pro M15 Printer,157,Computer Accessories,PRD037213,49327,5.0,2025-12-22
14962,iPad X10 512GB WiFi,967,Tablets,PRD014962,44863,3.4,2025-07-17
17356,Lenovo Tab MX20 1TBGB,830,Tablets,PRD017356,37814,3.0,2025-11-18
20486,Fossil Gen 7 Smartwatch,804,Smartwatches,PRD020486,7796,3.3,2024-11-16
31365,Steam Deck 12GB,740,Gaming Consoles,PRD031365,19566,3.5,2024-07-16
32219,Nintendo Switch Lite,565,Gaming Consoles,PRD032219,4867,3.3,2024-11-14
8104,LG Gram 9 Ultra-Lightweight,835,Laptops,PRD008104,19623,3.4,2024-03-31
31995,Nintendo Switch Lite,420,Gaming Consoles,PRD031995,43345,3.5,2024-04-26
8255,MacBook 5 M7 chip,263,Laptops,PRD008255,47407,4.2,2024-08-01
11824,JBL Tune 1 Wireless,382,Headphones,PRD011824,47385,3.8,2025-02-18
39327,Belkin USB-C Hub 10,654,Computer Accessories,PRD039327,4007,4.1,2024-05-15
28344,Panasonic 6 Inch LED TV,439,TVs,PRD028344,46927,3.5,2025-06-11
29517,Toshiba 1 Inch Smart TV,203,TVs,PRD029517,24447,4.1,2025-08-12
1820,Samsung Galaxy A22 128GB,614,Mobile Phones,PRD001820,6965,3.6,2024-01-29
37957,HP LaserJet Pro M11 Printer,757,Computer Accessories,PRD037957,9785,3.8,2025-12-05
11475,Beats Studio 5,960,Headphones,PRD011475,7099,4.4,2024-02-15
22261,Canon PowerShot G11 Mark II,664,Cameras,PRD022261,41597,4.5,2025-02-22
28234,LG 12 Inch OLED TV,605,TVs,PRD028234,22118,3.3,2025-05-07
11408,Beats Studio 4,570,Headphones,PRD011408,1926,3.2,2025-05-13
31489,PlayStation 1 Console,719,Gaming Consoles,PRD031489,14358,3.2,2024-08-12
6210,Lenovo ThinkPad 15 Intel i7,446,Laptops,PRD006210,25535,4.6,2024-04-26
38174,Western Digital My Passport 5TB,173,Computer Accessories,PRD038174,3441,3.4,2025-10-24
37464,HP LaserJet Pro M10 Printer,276,Computer Accessories,PRD037464,17759,4.3,2025-05-10
15545,Huawei MatePad 6 Pro,239,Tablets,PRD015545,31795,4.8,2025-07-28
8786,Razer Blade 1 Gaming,299,Laptops,PRD008786,40584,3.0,2025-07-26
30083,Nintendo Switch Lite,744,Gaming Consoles,PRD030083,16824,4.9,2024-08-21
19209,Fossil Gen 3 Smartwatch,595,Smartwatches,PRD019209,41121,3.7,2025-07-26
32640,Nintendo Switch Lite,101,Gaming Consoles,PRD032640,37019,4.7,2025-01-23
7003,Lenovo ThinkPad 7 Intel i9,556,Laptops,PRD007003,28050,4.2,2024-08-03
10390,Apple AirPods 14,425,Headphones,PRD010390,5779,4.5,2025-05-30
13745,TCL TAB 12 WiFi,653,Tablets,PRD013745,41145,4.8,2025-11-05
29522,Hisense 12 Inch 4K UHD,322,TVs,PRD029522,48293,3.2,2024-06-08
38446,Dell UltraSharp 12inch Monitor,550,Computer Accessories,PRD038446,7884,4.4,2024-12-15
32599,Sega Genesis Mini,704,Gaming Consoles,PRD032599,23231,3.2,2025-12-04
10507,Sennheiser HD 10 Over-Ear,129,Headphones,PRD010507,28515,4.8,2024-07-13
25046,Canon EOS 12 Digital Camera,101,Cameras,PRD025046,38948,3.3,2025-10-01
37474,Corsair K10 RGB Keyboard,956,Computer Accessories,PRD037474,41078,4.8,2025-07-03
19303,Apple Watch Series 3 GPS,588,Smartwatches,PRD019303,35804,3.9,2025-06-17
37769,Seagate 6TB External Hard Drive,865,Computer Accessories,PRD037769,47580,4.8,2024-01-09
21218,Huawei Watch GT 8,906,Smartwatches,PRD021218,6045,4.6,2025-04-01
27083,Sony BRAVIA 11 Inch LED,313,TVs,PRD027083,33134,4.5,2024-07-19
36038,Sony SRS-XB15 Wireless,983,Speakers,PRD036038,46989,4.6,2024-04-25
27594,Toshiba 1 Inch Smart TV,243,TVs,PRD027594,3357,4.0,2024-12-13
30286,Retro Gaming Console 14,970,Gaming Consoles,PRD030286,39889,3.6,2025-08-19
6251,Razer Blade 15 Gaming,700,Laptops,PRD006251,35934,4.5,2025-08-27
34286,Ultimate Ears BOOM 7,619,Speakers,PRD034286,48128,4.5,2024-07-15
35667,JBL Flip 11 Bluetooth Speaker,391,Speakers,PRD035667,9000,3.6,2025-08-09
35608,JBL Flip 15 Bluetooth Speaker,416,Speakers,PRD035608,29053,4.1,2025-06-23
18120,TicWatch Pro 13,716,Smartwatches,PRD018120,23243,4.7,2024-03-23
31153,Steam Deck 7GB,753,Gaming Consoles,PRD031153,856,3.8,2025-04-23
19380,Fossil Gen 2 Smartwatch,607,Smartwatches,PRD019380,37768,4.1,2025-04-07
6720,Lenovo ThinkPad 17 Intel i5,467,Laptops,PRD006720,6548,4.0,2024-12-10
31142,Sega Genesis Mini,835,Gaming Consoles,PRD031142,14476,4.4,2024-07-04
11373,Samsung Galaxy Buds11,728,Headphones,PRD011373,30296,4.9,2024-06-22
2289,Xiaomi Redmi 14 128GB,259,Mobile Phones,PRD002289,291,4.9,2024-06-20
